ID,Airport,City,Country,Code
1804,Don Miguel Hidalgo Y Costilla Intl,Guadalajara,Mexico,GDL
1805,General Jose Maria Yanez Intl,Guaymas,Mexico,GYM
1806,Tehuacan,Tehuacan,Mexico,TCN
1807,General Ignacio P Garcia Intl,Hermosillo,Mexico,HMO
1808,Colima,Colima,Mexico,CLQ
1809,Isla Mujeres,Isla Mujeres,Mexico,ISJ
1810,Plan De Guadalupe Intl,Saltillo,Mexico,SLW
1813,Lazaro Cardenas,Lazard Cardenas,Mexico,LZC
1814,Valle Del Fuerte Intl,Los Mochis,Mexico,LMM
1815,Guanajuato Intl,Del Bajio,Mexico,BJX
1816,General Manuel Marquez De Leon Intl,La Paz,Mexico,LAP
1817,Loreto Intl,Loreto,Mexico,LTO
1818,General Servando Canales Intl,Matamoros,Mexico,MAM
1819,Licenciado Manuel Crescencio Rejon Int,Merida,Mexico,MID
1820,General Rodolfo Sanchez Taboada Intl,Mexicali,Mexico,MXL
1821,General Francisco J Mujica Intl,Morelia,Mexico,MLM
1822,Minatitlan,Minatitlan,Mexico,MTT
1823,Monclova Intl,Monclova,Mexico,LOV
1824,Licenciado Benito Juarez Intl,Mexico City,Mexico,MEX
1825,General Mariano Escobedo Intl,Monterrey,Mexico,MTY
1826,General Rafael Buelna Intl,Mazatlan,Mexico,MZT
1827,Nogales Intl,Nogales,Mexico,NOG
1828,Quetzalcoatl Intl,Nuevo Laredo,Mexico,NLD
1829,Xoxocotlan Intl,Oaxaca,Mexico,OAX
1830,Tajin,Poza Rico,Mexico,PAZ
1831,Hermanos Serdan Intl,Puebla,Mexico,PBC
1832,Ingeniero Juan Guillermo Villasana,Pachuca,Mexico,PCA
1833,Puerto Penasco,Punta Penasco,Mexico,PPE
1834,Piedras Negras Intl,Piedras Negras,Mexico,PDS
1835,Licenciado Y Gen Ignacio Lopez Rayon,Uruapan,Mexico,UPN
1836,Licenciado Gustavo Diaz Ordaz Intl,Puerto Vallarta,Mexico,PVR
1837,Puerto Escondido Intl,Puerto Escondido,Mexico,PXM
1838,Queretaro Intercontinental,Queretaro,Mexico,QRO
1839,General Lucio Blanco Intl,Reynosa,Mexico,REX
1840,Los Cabos Intl,San Jose Del Cabo,Mexico,SJD
1842,Ponciano Arriaga Intl,San Luis Potosi,Mexico,SLP
1843,Tlaxcala,Tlaxcala,Mexico,TXA
1845,Torreon Intl,Torreon,Mexico,TRC
1846,Angel Albino Corzo,Tuxtla Gutierrez,Mexico,TGZ
1847,General Abelardo L Rodriguez Intl,Tijuana,Mexico,TIJ
1848,General Francisco Javier Mina Intl,Tampico,Mexico,TAM
1849,Tamuin,Tamuin,Mexico,TSL
1850,Licenciado Adolfo Lopez Mateos Intl,Toluca,Mexico,TLC
1851,Tapachula Intl,Tapachula,Mexico,TAP
1852,Cancun Intl,Cancun,Mexico,CUN
1853,C P A Carlos Rovirosa Intl,Villahermosa,Mexico,VSA
1854,General Heriberto Jara Intl,Vera Cruz,Mexico,VER
1855,General Leobardo C Ruiz Intl,Zacatecas,Mexico,ZCL
1856,Ixtapa Zihuatanejo Intl,Zihuatanejo,Mexico,ZIH
1857,Zamora,Zamora,Mexico,ZMM
1858,Playa De Oro Intl,Manzanillo,Mexico,ZLO
1860,Bluefields,Bluefields,Nicaragua,BEF
1863,Managua Intl,Managua,Nicaragua,MGA
1864,Puerto Cabezas,Puerto Cabezas,Nicaragua,PUZ
1865,Bocas Del Toro Intl,Bocas Del Toro,Panama,BOC
1866,Cap Manuel Nino Intl,Changuinola,Panama,CHX
1867,Enrique Malek Intl,David,Panama,DAV
1868,Howard,Howard,Panama,HOW
1869,Marcos A Gelabert Intl,Panama,Panama,PAC
1871,Tocumen Intl,Panama City,Panama,PTY
6877,North Las Vegas Airport,Las Vegas,US,VGT
1874,Coto 47,Coto 47,Costa Rica,OTR
1879,Golfito,Golfito,Costa Rica,GLF
1881,Daniel Oduber Quiros Intl,Liberia,Costa Rica,LIR
1883,Limon Intl,Limon,Costa Rica,LIO
1884,Nosara,Nosara Beach,Costa Rica,NOB
1885,Juan Santamaria Intl,San Jose,Costa Rica,SJO
1887,Palmar Sur,Palmar Sur,Costa Rica,PMZ
1889,La Managua,Quepos,Costa Rica,XQP
1892,El Salvador Intl,San Salvador,El Salvador,SAL
1895,Cap Haitien Intl,Cap Haitien,Haiti,CAP
1897,Toussaint Louverture Intl,Port-au-prince,Haiti,PAP
1898,Gustavo Rizo,Baracoa Playa,Cuba,BCA
1899,Carlos Manuel De Cespedes,Bayamo,Cuba,BYM
1900,Maximo Gomez,Ciego De Avila,Cuba,AVI
1902,Jaime Gonzalez,Cienfuegos,Cuba,CFG
1903,Vilo Acuna Intl,Cayo Largo del Sur,Cuba,CYO
1904,Ignacio Agramonte Intl,Camaguey,Cuba,CMW
1905,Antonio Maceo Intl,Santiago De Cuba,Cuba,SCU
1908,Mariana Grajales,Guantanamo,Cuba,GAO
1909,Jose Marti Intl,Havana,Cuba,HAV
1910,Frank Pais Intl,Holguin,Cuba,HOG
1911,La Coloma,La Coloma,Cuba,LCL
1912,Orestes Acosta,Moa,Cuba,MOA
1913,Sierra Maestra,Manzanillo,Cuba,MZO
1914,Rafael Cabrera,Nueva Gerona,Cuba,GER
1918,Abel Santamaria,Santa Clara,Cuba,SNU
6875,Grand Geneva Resort Airport,Lake Geneva,US,C02
1923,Juan Gualberto Gomez Intl,Varadero,Cuba,VRA
1924,Hermanos Ameijeiras,Las Tunas,Cuba,VTU
1925,Gerrard Smith Intl,Cayman Barac,Cayman Islands,CYB
1926,Owen Roberts Intl,Georgetown,Cayman Islands,GCM
1928,Fresh Creek,Andros Town,Bahamas,ASD
1930,Marsh Harbour,Marsh Harbor,Bahamas,MHH
1931,San Andros,San Andros,Bahamas,SAQ
1932,Spring Point,Spring Point,Bahamas,AXP
1934,Treasure Cay,Treasure Cay,Bahamas,TCB
1935,Chub Cay,Chub Cay,Bahamas,CCZ
1937,South Bimini,Alice Town,Bahamas,BIM
6874,De Kalb Taylor Municipal Airport,De Kalb,US,DKB
1941,Exuma Intl,Great Exuma,Bahamas,GGT
1943,North Eleuthera,North Eleuthera,Bahamas,ELH
1944,Governors Harbour,Governor's Harbor,Bahamas,GHB
1946,Rock Sound,Rock Sound,Bahamas,RSD
1948,Grand Bahama Intl,Freeport,Bahamas,FPO
1949,Matthew Town,Matthew Town,Bahamas,IGA
1950,Deadmans Cay,Dead Man's Cay,Bahamas,LGI
1951,Stella Maris,Stella Maris,Bahamas,SML
1952,Mayaguana,Mayaguana,Bahamas,MYG
1953,Lynden Pindling Intl,Nassau,Bahamas,NAS
1956,San Salvador,Cockburn Town,Bahamas,ZSA
1957,Philip S W Goldson Intl,Belize City,Belize,BZE
1958,Aitutaki,Aitutaki,Cook Islands,AIT
1959,Rarotonga Intl,Avarua,Cook Islands,RAR
1960,Nadi Intl,Nandi,Fiji,NAN
1961,Nausori Intl,Nausori,Fiji,SUV
1963,Fua Amotu Intl,Tongatapu,Tonga,TBU
1964,Vavau Intl,Vava'u,Tonga,VAV
1965,Bonriki Intl,Tarawa,Kiribati,TRW
1966,Tabiteuea North,Tabiteuea North,Kiribati,TBF
6809,Maitland Airport,Maitland,Australia,MTL
1968,Wallis,Wallis,Wallis and Futuna,WLS
1969,Faleolo Intl,Faleolo,Samoa,APW
1970,Pago Pago Intl,Pago Pago,American Samoa,PPG
1971,Rurutu,Rurutu,French Polynesia,RUR
1972,Tubuai,Tubuai,French Polynesia,TUB
1973,Anaa,Anaa,French Polynesia,AAA
1975,Tikehau,Tikehau,French Polynesia,TIH
1976,Reao,Reao,French Polynesia,REA
1977,Fakarava,Fakarava,French Polynesia,FAV
1978,Manihi,Manihi,French Polynesia,XMH
1979,Totegegie,Totegegie,French Polynesia,GMR
1980,Kaukura,Kaukura Atoll,French Polynesia,KKR
1981,Makemo,Makemo,French Polynesia,MKP
1982,Puka Puka,Puka Puka,French Polynesia,PKP
1983,Takapoto,Takapoto,French Polynesia,TKP
1984,Arutua,Arutua,French Polynesia,AXR
1985,Mataiva,Mataiva,French Polynesia,MVT
1986,Takaroa,Takaroa,French Polynesia,TKX
1987,Nuku Hiva,Nuku Hiva,French Polynesia,NHV
6873,Purude University Airport,Lafayette,US,LAF
1989,Bora Bora,Bora Bora,French Polynesia,BOB
1990,Rangiroa,Rangiroa,French Polynesia,RGI
1991,Huahine,Huahine Island,French Polynesia,HUH
1992,Moorea,Moorea,French Polynesia,MOZ
1993,Hao,Hao Island,French Polynesia,HOI
1994,Maupiti,Maupiti,French Polynesia,MAU
1995,Raiatea,Raiatea Island,French Polynesia,RFP
1997,Port Vila Bauerfield,Port-vila,Vanuatu,VLI
1998,Kone,Kone,New Caledonia,KNQ
1999,Koumac,Koumac,New Caledonia,KOC
2000,Lifou,Lifou,New Caledonia,LIF
2001,Magenta,Noumea,New Caledonia,GEA
2002,Mare,Mare,New Caledonia,MEE
2003,Touho,Touho,New Caledonia,TOU
2004,Ouvea,Ouvea,New Caledonia,UVE
2005,La Tontouta,Noumea,New Caledonia,NOU
2006,Auckland Intl,Auckland,NZ,AKL
2007,Taupo,Taupo,NZ,TUO
2008,Ardmore,Ardmore,NZ,AMZ
2009,Christchurch Intl,Christchurch,NZ,CHC
2010,Chatham Islands,Chatham Island,NZ,CHT
2011,Dunedin,Dunedin,NZ,DUD
2012,Gisborne,Gisborne,NZ,GIS
2013,Glentanner,Glentanner,NZ,MON
2014,Hokitika,Hokitika,NZ,HKK
2015,Hamilton,Hamilton,NZ,HLZ
2017,Kerikeri,Kerikeri,NZ,KKE
2018,Kaitaia,Kaitaia,NZ,KAT
2019,Alexandra,Alexandra,NZ,ALR
2020,Mount Cook,Mount Cook,NZ,GTN
2021,Manapouri,Manapouri,NZ,TEU
2022,Masterton,Masterton,NZ,MRO
2023,New Plymouth,New Plymouth,NZ,NPL
2024,Nelson,Nelson,NZ,NSN
2025,Invercargill,Invercargill,NZ,IVC
2027,Oamaru,Oamaru,NZ,OAM
2028,Palmerston North,Palmerston North,NZ,PMR
2029,Paraparaumu,Paraparaumu,NZ,PPQ
2030,Queenstown,Queenstown International,NZ,ZQN
2031,Rotorua,Rotorua,NZ,ROT
2034,Tauranga,Tauranga,NZ,TRG
2035,Timaru,Timaru,NZ,TIU
2037,Woodbourne,Woodbourne,NZ,BHE
2039,Wanaka,Wanaka,NZ,WKA
2041,Whakatane,Whakatane,NZ,WHK
2042,Wellington Intl,Wellington,NZ,WLG
2045,Whangarei,Whangarei,NZ,WRE
2046,Westport,Westport,NZ,WSZ
2047,Wanganui,Wanganui,NZ,WAG
2048,Herat,Herat,Afghanistan,HEA
2049,Jalalabad,Jalalabad,Afghanistan,JAA
2050,Kabul Intl,Kabul,Afghanistan,KBL
2051,Kandahar,Kandahar,Afghanistan,KDH
2052,Maimana,Maimama,Afghanistan,MMZ
2053,Mazar I Sharif,Mazar-i-sharif,Afghanistan,MZR
2056,Konduz,Kunduz,Afghanistan,UND
2057,Bahrain Intl,Bahrain,Bahrain,BAH
2059,Abha,Abha,Saudi Arabia,AHB
2060,Al Ahsa,Al-ahsa,Saudi Arabia,HOF
2061,Al Baha,El-baha,Saudi Arabia,ABT
2062,Bisha,Bisha,Saudi Arabia,BHH
2064,King Fahd Intl,Dammam,Saudi Arabia,DMM
2065,King Abdulaziz Ab,Dhahran,Saudi Arabia,DHA
2066,King Abdullah Bin Abdulaziz,Gizan,Saudi Arabia,GIZ
2067,Gassim,Gassim,Saudi Arabia,ELQ
2068,Guriat,Guriat,Saudi Arabia,URY
2069,Hail,Hail,Saudi Arabia,HAS
2072,King Abdulaziz Intl,Jeddah,Saudi Arabia,JED
2073,King Khaled Military City,King Khalid Mil.city,Saudi Arabia,HBT
2074,Prince Mohammad Bin Abdulaziz,Madinah,Saudi Arabia,MED
2075,Nejran,Nejran,Saudi Arabia,EAM
2076,Qaisumah,Hafr Al-batin,Saudi Arabia,AQI
2081,Rafha,Rafha,Saudi Arabia,RAH
2082,King Khaled Intl,Riyadh,Saudi Arabia,RUH
2084,Arar,Arar,Saudi Arabia,RAE
2086,Sharurah,Sharurah,Saudi Arabia,SHW
6808,Mudgee Airport,Mudgee,Australia,DGE
2088,Sulayel,Sulayel,Saudi Arabia,SLF
2089,Tabuk,Tabuk,Saudi Arabia,TUU
2090,Taif,Taif,Saudi Arabia,TIF
2093,Turaif,Turaif,Saudi Arabia,TUI
6872,Miami University Airport,Oxford,US,OXD
2095,Wejh,Wejh,Saudi Arabia,EJH
2096,Yenbo,Yenbo,Saudi Arabia,YNB
2097,Abadan,Abadan,Iran,ABD
2101,Shahid Asyaee,Masjed Soleiman,Iran,QMJ
2103,Mahshahr,Bandar Mahshahr,Iran,MRX
2104,Ahwaz,Ahwaz,Iran,AWZ
2106,Bushehr,Bushehr,Iran,BUZ
2109,Kish Island,Kish Island,Iran,KIH
2110,Bandar Lengeh,Bandar Lengeh,Iran,BDH
2114,Shahid Ashrafi Esfahani,Bakhtaran,Iran,KSH
2117,Sanandaj,Sanandaj,Iran,SDG
2123,Rasht,Rasht,Iran,RAS
6871,Delaware County Airport,Muncie,US,MIE
2131,Mehrabad Intl,Teheran,Iran,THR
2134,Bandar Abbass Intl,Bandar Abbas,Iran,BND
2136,Kerman,Kerman,Iran,KER
2142,Birjand,Birjand,Iran,XBJ
6870,Whitsunday Airstrip,Airlie Beach,Australia,WSY
2151,Ramsar,Ramsar,Iran,RZR
6869,Aeropuerto de Rafaela,Rafaela,Argentina,RAF
2157,Shiraz Shahid Dastghaib Intl,Shiraz,Iran,SYZ
6868,Sabadell Airport,Sabadell,Spain,QSA
2162,Tabriz Intl,Tabriz,Iran,TBZ
2164,Yazd Shahid Sadooghi,Yazd,Iran,AZD
2166,Chah Bahar,Chah Bahar,Iran,ZBR
2167,Zahedan Intl,Zahedan,Iran,ZAH
2170,Queen Alia Intl,Amman,Jordan,AMM
2171,Marka Intl,Amman,Jordan,ADJ
2172,Aqaba King Hussein Intl,Aqaba,Jordan,AQJ
2175,King Hussein,Mafraq,Jordan,OMF
2176,Kuwait Intl,Kuwait,Kuwait,KWI
2177,Rafic Hariri Intl,Beirut,Lebanon,BEY
2179,Abu Dhabi Intl,Abu Dhabi,UAE,AUH
2180,Bateen,Abu Dhabi,UAE,AZI
6867,Reykjahlid Airport,Myvatn,Iceland,MVA
2188,Dubai Intl,Dubai,UAE,DXB
2189,Fujairah Intl,Fujeirah,UAE,FJR
2190,Ras Al Khaimah Intl,Ras Al Khaimah,UAE,RKT
2191,Sharjah Intl,Sharjah,UAE,SHJ
2192,Khasab,Khasab,Oman,KHS
2193,Masirah,Masirah,Oman,MSH
2194,Seeb Intl,Muscat,Oman,MCT
2195,Salalah,Salalah,Oman,SLL
2196,Thumrait,Thumrait,Oman,TTH
6865,Lyon Part-Dieu Railway,Lyon,France,XYD
2202,Faisalabad Intl,Faisalabad,Pakistan,LYP
2203,Gwadar,Gwadar,Pakistan,GWD
2204,Gilgit,Gilgit,Pakistan,GIL
2206,Jinnah Intl,Karachi,Pakistan,KHI
2207,Allama Iqbal Intl,Lahore,Pakistan,LHE
2210,Muzaffarabad,Muzaffarabad,Pakistan,MFG
2212,Moenjodaro,Moenjodaro,Pakistan,MJD
2214,Multan Intl,Multan,Pakistan,MUX
2215,Nawabshah,Nawabshah,Pakistan,WNS
2217,Panjgur,Panjgur,Pakistan,PJG
2218,Pasni,Pasni,Pakistan,PSI
2219,Peshawar Intl,Peshawar,Pakistan,PEW
2221,Quetta,Quetta,Pakistan,UET
2222,Sheikh Zayed,Rahim Yar Khan,Pakistan,RYK
2223,Chaklala,Islamabad,Pakistan,ISB
2225,Rawalakot,Rawala Kot,Pakistan,RAZ
6864,Point Roberts Airpark,Point Roberts,US,1RL
2227,Sukkur,Sukkur,Pakistan,SKZ
2228,Saidu Sharif,Saidu Sharif,Pakistan,SDT
2229,Sui,Sui,Pakistan,SUL
2230,Talhar,Talhar,Pakistan,BDN
2233,Zhob,Zhob,Pakistan,PZH
2234,Basrah Intl,Basrah,Iraq,BSR
2235,Aleppo Intl,Aleppo,Syria,ALP
2236,Damascus Intl,Damascus,Syria,DAM
2237,Deir Zzor,Deire Zor,Syria,DEZ
2239,Bassel Al Assad Intl,Latakia,Syria,LTK
2240,Palmyra,Palmyra,Syria,PMS
2241,Doha Intl,Doha,Qatar,DOH
2242,Canton,Canton Island,Kiribati,CIS
2243,Rota Intl,Rota,Northern Mariana Islands,ROP
2244,Francisco C Ada Saipan Intl,Saipan,Northern Mariana Islands,SPN
2245,Andersen Afb,Andersen,Guam,UAM
2246,Guam Intl,Agana,Guam,GUM
2247,Tinian Intl,West Tinian,Northern Mariana Islands,TIQ
6807,Scone Airport,Scone,Australia,NSO
2249,Marshall Islands Intl,Majuro,Marshall Islands,MAJ
2251,Bucholz Aaf,Kwajalein,Marshall Islands,KWA
2252,Cassidy Intl,Kiritimati,Kiribati,CXI
2253,Midway Atoll,Midway,Midway Islands,MDY
2254,Chuuk Intl,Chuuk,Micronesia,TKK
2255,Pohnpei Intl,Pohnpei,Micronesia,PNI
2256,Babelthuap,Babelthuap,Palau,ROR
2257,Kosrae,Kosrae,Micronesia,KSA
2258,Yap Intl,Yap,Micronesia,YAP
2259,Shang Yi,Kinmen,Taiwan,KNH
2260,Pingtung South,Pingtung,Taiwan,PIF
2262,Fengnin,Fengnin,Taiwan,TTT
2263,Lyudao,Green Island,Taiwan,GNI
2264,Kaohsiung Intl,Kaohsiung,Taiwan,KHH
2265,Chiayi,Chiayi,Taiwan,CYI
2267,Lanyu,Lanyu,Taiwan,KYD
2268,Ching Chuang Kang,Taichung,Taiwan,RMQ
6806,Cessnock Airport,Cessnock,Australia,CES
2270,Tainan,Tainan,Taiwan,TNN
2272,Magong,Makung,Taiwan,MZG
2275,Sungshan,Taipei,Taiwan,TSA
2276,Taoyuan Intl,Taipei,Taiwan,TPE
2277,Wang An,Wang An,Taiwan,WOT
2278,Hualien,Hualien,Taiwan,HUN
2279,Narita Intl,Tokyo,Japan,NRT
2280,Matsumoto,Matsumoto,Japan,MMJ
2281,Hyakuri,Ibaraki,Japan,IBR
2283,Iwo Jima,Iwojima,Japan,IWO
2284,Nanki Shirahama,Nanki-shirahama,Japan,SHM
2286,Obihiro,Obihiro,Japan,OBO
2287,New Chitose,Sapporo,Japan,CTS
2288,Hakodate,Hakodate,Japan,HKD
2289,Chitose,Chitose,Japan,SPK
2290,Memanbetsu,Memanbetsu,Japan,MMB
2291,Nakashibetsu,Nakashibetsu,Japan,SHB
2294,Wakkanai,Wakkanai,Japan,WKJ
2295,Iki,Iki,Japan,IKI
2296,Yamaguchi Ube,Yamaguchi,Japan,UBJ
2297,Tsushima,Tsushima,Japan,TSJ
2298,Monbetsu,Monbetsu,Japan,MBE
2299,Asahikawa,Asahikawa,Japan,AKJ
2300,Okushiri,Okushiri,Japan,OIR
2301,Rishiri,Rishiri Island,Japan,RIS
2303,Yakushima,Yakushima,Japan,KUM
2304,Fukue,Fukue,Japan,FUJ
2305,Fukuoka,Fukuoka,Japan,FUK
2306,New Tanegashima,Tanegashima,Japan,TNE
2307,Kagoshima,Kagoshima,Japan,KOJ
2308,Miyazaki,Miyazaki,Japan,KMI
2310,Oita,Oita,Japan,OIT
2311,New Kitakyushu,Kitakyushu,Japan,KKJ
2312,Kumamoto,Kumamoto,Japan,KMJ
2313,Nagasaki,Nagasaki,Japan,NGS
2316,Amami,Amami,Japan,ASJ
2318,Tokunoshima,Tokunoshima,Japan,TKN
2322,Komatsu,Kanazawa,Japan,KMQ
2323,Oki,Oki Island,Japan,OKI
2324,Toyama,Toyama,Japan,TOY
2326,Hiroshima,Hiroshima,Japan,HIJ
2327,Okayama,Okayama,Japan,OKJ
2328,Izumo,Izumo,Japan,IZO
2330,Yonago Kitaro,Miho,Japan,YGJ
2332,Kochi,Kochi,Japan,KCZ
2333,Matsuyama,Matsuyama,Japan,MYJ
2334,Osaka Intl,Osaka,Japan,ITM
2335,Tottori,Tottori,Japan,TTJ
2336,Tokushima,Tokushima,Japan,TKS
2337,Takamatsu,Takamatsu,Japan,TAK
2340,Aomori,Aomori,Japan,AOJ
2341,Yamagata,Yamagata,Japan,GAJ
2344,Hanamaki,Hanamaki,Japan,HNA
2345,Akita,Akita,Japan,AXT
2346,Misawa Ab,Misawa,Japan,MSJ
2347,Sendai,Sendai,Japan,SDJ
6862,Sazena,Sazena,Czech Republic,LKS
2352,Hachijojima,Hachijojima,Japan,HAC
2356,Oshima,Oshima,Japan,OIM
2359,Tokyo Intl,Tokyo,Japan,HND
2360,Yokota Ab,Yokota,Japan,OKO
2361,Gwangju,Kwangju,South Korea,KWJ
2365,Yeosu,Yeosu,South Korea,RSU
2366,Sokcho,Sokch'o,South Korea,SHO
2367,Gangneung,Kangnung,South Korea,KAG
6861,Macomb Municipal Airport,Macomb,US,MQB
2370,Jeju Intl,Cheju,South Korea,CJU
2372,Gimhae Intl,Busan,South Korea,PUS
2374,Ulsan,Ulsan,South Korea,USN
2376,Seoul Ab,Seoul East,South Korea,SSN
2377,Osan Ab,Osan,South Korea,OSN
2378,Gimpo,Seoul,South Korea,GMP
2380,Pohang,Pohang,South Korea,KPO
2381,Daegu Ab,Taegu,South Korea,TAE
2383,Yecheon,Yechon,South Korea,YEC
2384,Naha,Okinawa,Japan,OKA
2386,Kadena Ab,Kadena,Japan,DNA
2387,Ishigaki,Ishigaki,Japan,ISG
2388,Kumejima,Kumejima,Japan,UEO
2389,Minami Daito,Minami Daito,Japan,MMD
2390,Miyako,Miyako,Japan,MMY
2391,Kitadaito,Kitadaito,Japan,KTD
2392,Shimojishima,Shimojishima,Japan,SHI
2394,Yoron,Yoron,Japan,RNJ
2396,Yonaguni,Yonaguni Jima,Japan,OGN
2397,Ninoy Aquino Intl,Manila,Philippines,MNL
6859,Mary Airport,Mary,Turkmenistan,MYP
2399,Cotabato,Cotabato,Philippines,CBO
2400,Cagayan De Oro,Ladag,Philippines,CGY
2401,Pagadian,Pagadian,Philippines,PAG
2404,Zamboanga Intl,Zamboanga,Philippines,ZAM
2405,Baguio,Baguio,Philippines,BAG
2422,Daniel Z Romualdez,Tacloban,Philippines,TAC
2423,Bacolod,Bacolod,Philippines,BCD
6854,Gardermoen Airport,Oslo,Norway,GEN
2425,Dumaguete,Dumaguete,Philippines,DGT
2429,Iloilo,Iloilo,Philippines,ILO
2430,Kalibo,Kalibo,Philippines,KLO
6853,Wausau Downtown Airport,Wausau,US,AUW
2433,Puerto Princesa,Puerto Princesa,Philippines,PPS
2435,Antique,San Jose,Philippines,SJI
2436,Comodoro Pierrestegui,Concordia,Argentina,COC
2437,Gualeguaychu,Gualeguaychu,Argentina,GHU
2439,General Urquiza,Parana,Argentina,PRA
2440,Rosario,Rosario,Argentina,ROS
2441,Sauce Viejo,Santa Fe,Argentina,SFN
2442,Aeroparque Jorge Newbery,Buenos Aires,Argentina,AEP
2443,Ambrosio L V Taravella,Cordoba,Argentina,COR
2447,La Plata,La Plata,Argentina,LPG
2452,El Plumerillo,Mendoza,Argentina,MDZ
2453,Malargue,Malargue,Argentina,LGS
2454,San Rafael,San Rafael,Argentina,AFA
2455,Catamarca,Catamarca,Argentina,CTC
2456,Santiago Del Estero,Santiago Del Estero,Argentina,SDE
2458,La Rioja,La Rioja,Argentina,IRJ
2460,Teniente Benjamin Matienzo,Tucuman,Argentina,TUC
2461,San Juan,San Julian,Argentina,UAQ
2462,Rio Cuarto Area De Material,Rio Cuarto,Argentina,RCU
2463,Villa Dolores,Villa Dolores,Argentina,VDR
2467,San Luis,San Luis,Argentina,LUQ
2468,Corrientes,Corrientes,Argentina,CNQ
2469,Resistencia,Resistencia,Argentina,RES
2470,Formosa,Formosa,Argentina,FMA
2471,Cataratas Del Iguazu,Iguazu Falls,Argentina,IGR
2472,Paso De Los Libres,Paso De Los Libres,Argentina,AOL
2474,Posadas,Posadas,Argentina,PSS
2476,Salta,Salta,Argentina,SLA
2477,Jujuy,Jujuy,Argentina,JUJ
2478,Oran,Oran,Argentina,ORA
6852,Portage Municipal Airport,Portage,US,C47
2486,El Bolson,El Bolson,Argentina,EHL
2487,Comodoro Rivadavia,Comodoro Rivadavia,Argentina,CRD
2488,Esquel,Esquel,Argentina,EQS
2490,Almirante Zar,Trelew,Argentina,REL
2491,Gobernador Castello,Viedma,Argentina,VDM
2492,El Tehuelche,Puerto Madryn,Argentina,PMY
2494,Puerto Deseado,Puerto Deseado,Argentina,PUD
2495,Rio Grande,Rio Grande,Argentina,RGA
2496,Rio Gallegos,Rio Gallegos,Argentina,RGL
2497,Ushuaia Malvinas Argentinas,Ushuaia,Argentina,USH
2498,San Julian,San Julian,Argentina,ULA
2499,Perito Moreno,Perito Moreno,Argentina,PMQ
2500,Santa Cruz,Santa Cruz,Argentina,RZA
2501,Comandante Espora,Bahia Blanca,Argentina,BHI
6851,Gogebic Iron County Airport,Ironwood,US,IWD
2508,Mar Del Plata,Mar Del Plata,Argentina,MDQ
2509,Presidente Peron,Neuquen,Argentina,NQN
6850,Mackinac Island Airport,Mackinac Island,US,MCD
2512,Santa Rosa,Santa Rosa,Argentina,RSA
2513,San Carlos De Bariloche,San Carlos De Bariloche,Argentina,BRC
2514,Tandil,Tandil,Argentina,TDL
2515,Villa Gesell,Villa Gesell,Argentina,VLG
2517,Aviador C Campos,San Martin Des Andes,Argentina,CPC
2518,Conceicao Do Araguaia,Conceicao Do Araguaia,Brazil,CDJ
2521,Araraquara,Araracuara,Brazil,AQA
2522,Santa Maria,Aracaju,Brazil,AJU
2524,Alta Floresta,Alta Floresta,Brazil,AFL
2525,Aracatuba,Aracatuba,Brazil,ARU
2526,Val De Cans Intl,Belem,Brazil,BEL
2527,Comandante Gustavo Kraemer,Bage,Brazil,BGX
2528,Pampulha Carlos Drummond De Andrade,Belo Horizonte,Brazil,PLU
2529,Bacacheri,Curitiba,Brazil,BFH
2531,Presidente Juscelino Kubitschek,Brasilia,Brazil,BSB
2532,Bauru,Bauru,Brazil,BAU
2533,Boa Vista,Boa Vista,Brazil,BVB
2535,Cascavel,Cascavel,Brazil,CAC
2537,Tancredo Neves Intl,Belo Horizonte,Brazil,CNF
2538,Campo Grande,Campo Grande,Brazil,CGR
2539,Chapeco,Chapeco,Brazil,XAP
2540,Carolina,Carolina,Brazil,CLN
2541,Forquilhinha,Criciuma,Brazil,CCM
2543,Bartolomeu Lisandro,Campos,Brazil,CAW
2544,Corumba Intl,Corumba,Brazil,CMG
2545,Afonso Pena,Curitiba,Brazil,CWB
2546,Caravelas,Caravelas,Brazil,CRQ
2547,Campo Dos Bugres,Caxias Do Sul,Brazil,CXJ
2548,Marechal Rondon,Cuiaba,Brazil,CGB
2549,Cruzeiro do Sul,Cruzeiro do Sul,Brazil,CZS
2550,Presidente Prudente,President Prudente,Brazil,PPB
2551,Eduardo Gomes Intl,Manaus,Brazil,MAO
2554,Cataratas Intl,Foz Do Iguacu,Brazil,IGU
2555,Hercilio Luz,Florianopolis,Brazil,FLN
2556,Fernando De Noronha,Fernando Do Noronha,Brazil,FEN
2559,Pinto Martins Intl,Fortaleza,Brazil,FOR
2560,Galeao Antonio Carlos Jobim,Rio De Janeiro,Brazil,GIG
2562,Santa Genoveva,Goiania,Brazil,GYN
2564,Guarulhos Gov Andre Franco Montouro,Sao Paulo,Brazil,GRU
2566,Altamira,Altamira,Brazil,ATM
2569,Ilheus,Ilheus,Brazil,IOS
2570,Usiminas,Ipatinga,Brazil,IPN
2572,Prefeito Renato Moreira,Imperatriz,Brazil,IMP
2574,Francisco De Assis,Juiz De Fora,Brazil,JDF
2575,Presidente Castro Pinto,Joao Pessoa,Brazil,JPA
2576,Lauro Carneiro De Loyola,Joinville,Brazil,JOI
