ID,Airport,City,Country,Code
841,Polokwane International,Polokwane,SA,PTG
843,Pietermaritzburg,Pietermaritzburg,SA,PZB
844,Pilanesberg Intl,Pilanesberg,SA,NTY
848,Queenstown,Queenstown,SA,UTW
849,Richards Bay,Richard's Bay,SA,RCB
852,Springbok,Springbok,SA,SBU
857,Sishen,Sishen,SA,SIS
859,Skukuza,Skukuza,SA,SZK
863,Tzaneen,Tzaneen,SA,LTA
864,Prince Mangosuthu Buthelezi,Ulundi,SA,ULD
865,Upington,Upington,SA,UTN
866,Mthatha,Umtata,SA,UTT
867,Vryburg,Vryburg,SA,VRU
868,Virginia,Durban,SA,VIR
871,Wonderboom,Pretoria,SA,PRY
874,Welkom,Welkom,SA,WEL
877,Francistown,Francistown,Botswana,FRW
878,Jwaneng,Jwaneng,Botswana,JWA
879,Kasane,Kasane,Botswana,BBK
880,Maun,Maun,Botswana,MUB
881,Sir Seretse Khama Intl,Gaberone,Botswana,GBE
882,Selebi Phikwe,Selebi-phikwe,Botswana,PKW
883,Maya Maya,Brazzaville,Congo (Brazzaville),BZV
884,Owando,Owando,Congo (Kinshasa),FTX
885,Ouesso,Ouesso,Congo (Kinshasa),OUE
886,Pointe Noire,Pointe-noire,Congo (Brazzaville),PNR
887,Matsapha,Manzini,Swaziland,MTS
888,Bangui M Poko,Bangui,Central African Republic,BGF
889,Berberati,Berberati,Central African Republic,BBT
890,Bata,Bata,Equatorial Guinea,BSG
891,Malabo,Malabo,Equatorial Guinea,SSG
893,Sir Seewoosagur Ramgoolam Intl,Plaisance,Mauritius,MRU
894,Plaine Corail,Rodriguez Island,Mauritius,RRG
896,Tiko,Tiko,Cameroon,TKC
897,Douala,Douala,Cameroon,DLA
898,Salak,Maroua,Cameroon,MVR
899,Foumban Nkounja,Foumban,Cameroon,FOM
900,Ngaoundere,N'gaoundere,Cameroon,NGE
901,Garoua,Garoua,Cameroon,GOU
902,Bafoussam,Bafoussam,Cameroon,BFX
903,Bamenda,Bamenda,Cameroon,BPC
904,Yaounde Ville,Yaounde,Cameroon,YAO
906,Livingstone,Livingstone,Zambia,LVI
907,Lusaka Intl,Lusaka,Zambia,LUN
908,Mfuwe,Mfuwe,Zambia,MFU
910,Ndola,Ndola,Zambia,NLA
911,Southdowns,Southdowns,Zambia,KIW
912,Prince Said Ibrahim,Moroni,Comoros,HAH
913,Bandaressalam,Moheli,Comoros,NWA
914,Ouani,Anjouan,Comoros,AJN
915,Dzaoudzi Pamandzi,Dzaoudzi,Mayotte,DZA
916,St Denis Gillot,St.-denis,Reunion,RUN
917,St Pierre Pierrefonds,St.-pierre,Reunion,ZSE
918,Ivato,Antananarivo,Madagascar,TNR
919,Miandrivazo,Miandrivazo,Madagascar,ZVA
920,Sainte Marie,Sainte Marie,Madagascar,SMS
921,Toamasina,Toamasina,Madagascar,TMM
922,Morondava,Morondava,Madagascar,MOQ
923,Arrachart,Antsiranana,Madagascar,DIE
924,Avaratra,Mananara,Madagascar,WMR
925,Andapa,Andapa,Madagascar,ZWA
926,Ambilobe,Ambilobe,Madagascar,AMB
927,Antsirabato,Antalaha,Madagascar,ANM
928,Analalava,Analalava,Madagascar,HVA
929,Philibert Tsiranana,Mahajanga,Madagascar,MJN
930,Fascene,Nosy-be,Madagascar,NOS
931,Besalampy,Besalampy,Madagascar,BPY
932,Maroantsetra,Maroantsetra,Madagascar,WMN
933,Sambava,Sambava,Madagascar,SVB
934,Vohimarina,Vohemar,Madagascar,VOH
935,Ambalabe,Antsohihy,Madagascar,WAI
937,Tolagnaro,Tolagnaro,Madagascar,FTU
938,Fianarantsoa,Fianarantsoa,Madagascar,WFI
939,Farafangana,Farafangana,Madagascar,RVA
940,Manakara,Manakara,Madagascar,WVK
941,Mananjary,Mananjary,Madagascar,MNJ
942,Morombe,Morombe,Madagascar,MXM
943,Toliara,Toliara,Madagascar,TLE
944,Mbanza Congo,M'banza-congo,Angola,SSY
945,Benguela,Benguela,Angola,BUG
946,Cabinda,Cabinda,Angola,CAB
6814,Culebra Airport,Culebra Island,Puerto Rico,CPX
948,Huambo,Huambo,Angola,NOV
949,Kuito,Kuito,Angola,SVP
951,Luanda 4 De Fevereiro,Luanda,Angola,LAD
952,Malanje,Malanje,Angola,MEG
953,Menongue,Menongue,Angola,SPP
955,Negage,Negage,Angola,GXG
956,Porto Amboim,Porto Amboim,Angola,PBN
957,Saurimo,Saurimo,Angola,VHC
958,Soyo,Soyo,Angola,SZA
959,Lubango,Lubango,Angola,SDD
960,Luena,Luena,Angola,LUO
961,Uige,Uige,Angola,UGO
962,Xangongo,Xangongo,Angola,XGN
963,Oyem,Oyem,Gabon,OYE
964,Okondja,Okondja,Gabon,OKN
965,Lambarene,Lambarene,Gabon,LBQ
966,Bitam,Bitam,Gabon,BMM
967,Port Gentil,Port Gentil,Gabon,POG
968,Omboue Hopital,Omboue Hospial,Gabon,OMB
969,Makokou,Makokou,Gabon,MKU
970,Leon M Ba,Libreville,Gabon,LBV
971,Mvengue,Franceville,Gabon,MVB
972,Principe,Principe,Sao Tome and Principe,PCP
973,Sao Tome Intl,Sao Tome,Sao Tome and Principe,TMS
974,Beira,Beira,Mozambique,BEW
976,Inhambane,Inhambane,Mozambique,INH
977,Lichinga,Lichinga,Mozambique,VXC
979,Maputo,Maputo,Mozambique,MPM
981,Mocimboa Da Praia,Mocimboa Da Praia,Mozambique,MZB
983,Nacala,Nacala,Mozambique,MNC
984,Nampula,Nampula,Mozambique,APL
985,Pemba,Pemba,Mozambique,POL
986,Quelimane,Quelimane,Mozambique,UEL
988,Tete Chingodzi,Tete,Mozambique,TET
990,Vilankulo,Vilankulu,Mozambique,VNX
992,Desroches,Desroches,Seychelles,DES
994,Seychelles Intl,Mahe,Seychelles,SEZ
995,Praslin,Praslin,Seychelles,PRI
997,Abeche,Abeche,Chad,AEH
998,Moundou,Moundou,Chad,MQQ
999,Ndjamena Hassan Djamous,N'djamena,Chad,NDJ
1000,Faya Largeau,Faya-largeau,Chad,FYT
1001,J M Nkomo Intl,Bulawayo,Zimbabwe,BUQ
1003,Buffalo Range,Chiredzi,Zimbabwe,BFO
1004,Victoria Falls Intl,Victoria Falls,Zimbabwe,VFA
1005,Harare Intl,Harare,Zimbabwe,HRE
1006,Kariba Intl,Kariba,Zimbabwe,KAB
1009,Masvingo Intl,Masvingo,Zimbabwe,MVZ
1011,Gweru Thornhill,Gwert,Zimbabwe,GWE
1012,Hwange National Park,Hwange National Park,Zimbabwe,WKM
1013,Chileka Intl,Blantyre,Malawi,BLZ
1014,Karonga,Karonga,Malawi,KGJ
1016,Kamuzu Intl,Lilongwe,Malawi,LLW
1017,Mzuzu,Mzuzu,Malawi,ZZU
1018,Moshoeshoe I Intl,Maseru,Lesotho,MSU
1020,Ndjili Intl,Kinshasa,Congo (Kinshasa),FIH
1021,Ndolo,Kinshasa,Congo (Kinshasa),NLO
1022,Muanda,Muanda,Congo (Kinshasa),MNB
1024,Bandundu,Bandoundu,Congo (Kinshasa),FDU
1025,Kikwit,Kikwit,Congo (Kinshasa),KKW
1026,Mbandaka,Mbandaka,Congo (Kinshasa),MDK
1027,Gbadolite,Gbadolite,Congo (Kinshasa),BDT
1028,Gemena,Gemena,Congo (Kinshasa),GMA
1030,Lisala,Lisala,Congo (Kinshasa),LIQ
1031,Kisangani Simisini,Kisangani,Congo (Kinshasa),FKI
1032,Matari,Isiro,Congo (Kinshasa),IRP
1033,Bunia,Bunia,Congo (Kinshasa),BUX
1035,Bukavu Kavumu,Bukavu/kavumu,Congo (Kinshasa),BKY
1036,Goma,Goma,Congo (Kinshasa),GOM
1037,Kindu,Kindu,Congo (Kinshasa),KND
1038,Lubumbashi Intl,Lubumashi,Congo (Kinshasa),FBM
1039,Kolwezi,Kolwezi,Congo (Kinshasa),KWZ
1040,Kalemie,Kalemie,Congo (Kinshasa),FMI
1041,Kamina Base,Kamina Base,Congo (Kinshasa),KMN
1042,Kananga,Kananga,Congo (Kinshasa),KGA
1043,Mbuji Mayi,Mbuji-mayi,Congo (Kinshasa),MJM
1044,Senou,Bamako,Mali,BKO
1045,Gao,Gao,Mali,GAQ
1046,Kayes Dag Dag,Kayes,Mali,KYS
1047,Ambodedjo,Mopti,Mali,MZI
1048,Tombouctou,Tombouctou,Mali,TOM
1050,Banjul Intl,Banjul,Gambia,BJL
1051,Fuerteventura,Fuerteventura,Spain,FUE
1052,Hierro,Hierro,Spain,VDE
1053,La Palma,Santa Cruz De La Palma,Spain,SPC
1054,Gran Canaria,Gran Canaria,Spain,LPA
1055,Lanzarote,Las Palmas,Spain,ACE
1056,Tenerife Sur,Tenerife,Spain,TFS
1057,Tenerife Norte,Tenerife,Spain,TFN
1058,Melilla,Melilla,Spain,MLN
1059,Freetown Lungi,Freetown,Sierra Leone,FNA
1062,Monrovia Spriggs Payne,Monrovia,Liberia,MLW
1063,Monrovia Roberts Intl,Monrovia,Liberia,ROB
1064,Inezgane,Agadir,Morocco,AGA
1065,Plage Blanche,Tan Tan,Morocco,TTA
1066,Saiss,Fes,Morocco,FEZ
1068,Moulay Ali Cherif,Er-rachidia,Morocco,ERH
1069,Bassatine,Meknes,Morocco,MEK
1070,Angads,Oujda,Morocco,OUD
1072,Sale,Rabat,Morocco,RBA
1074,Mohammed V Intl,Casablanca,Morocco,CMN
1075,Menara,Marrakech,Morocco,RAK
1076,Kenitra,Kentira,Morocco,NNA
1077,Ouarzazate,Ouarzazate,Morocco,OZZ
1078,Cherif El Idrissi,Al Hociema,Morocco,AHU
1079,Saniat Rmel,Tetouan,Morocco,TTU
1080,Ibn Batouta,Tanger,Morocco,TNG
1081,Ziguinchor,Ziguinchor,Senegal,ZIG
1082,Cap Skiring,Cap Skiring,Senegal,CSK
1083,Kaolack,Kaolack,Senegal,KLC
1084,Leopold Sedar Senghor Intl,Dakar,Senegal,DKR
1085,Saint Louis,St. Louis,Senegal,XLS
1086,Bakel,Bakel,Senegal,BXE
1087,Kedougou,Kedougou,Senegal,KGG
1088,Tambacounda,Tambacounda,Senegal,TUD
1089,Aioun El Atrouss,Aioun El Atrouss,Mauritania,IEO
1090,Tidjikja,Tidjikja,Mauritania,TIY
1091,Kiffa,Kiffa,Mauritania,KFA
1092,Nema,Nema,Mauritania,EMN
1093,Kaedi,Kaedi,Mauritania,KED
1094,Nouakchott,Nouakschott,Mauritania,NKC
1095,Selibady,Selibabi,Mauritania,SEY
1096,Atar,Atar,Mauritania,ATR
1097,Nouadhibou,Nouadhibou,Mauritania,NDB
1099,Fria,Fira,Guinea,FIG
1100,Faranah,Faranah,Guinea,FAA
1101,Labe,Labe,Guinea,LEK
1102,Amilcar Cabral Intl,Amilcar Cabral,Cape Verde,SID
1103,Rabil,Boa Vista,Cape Verde,BVC
1104,Maio,Maio,Cape Verde,MMO
1105,Preguica,Sao Nocolau Island,Cape Verde,SNE
1106,Sao Pedro,Sao Vicente Island,Cape Verde,VXE
1107,Bole Intl,Addis Ababa,Ethiopia,ADD
1109,Arba Minch,Arba Minch,Ethiopia,AMH
1110,Axum,Axum,Ethiopia,AXU
1111,Bahir Dar,Bahar Dar,Ethiopia,BJR
1112,Dire Dawa Intl,Dire Dawa,Ethiopia,DIR
1113,Gambella,Gambella,Ethiopia,GMB
1114,Gondar,Gondar,Ethiopia,GDQ
1116,Jimma,Jimma,Ethiopia,JIM
1117,Lalibella,Lalibella,Ethiopia,LLI
1118,Makale,Makale,Ethiopia,MQX
1119,Asosa,Asosa,Ethiopia,ASO
1120,Bujumbura Intl,Bujumbura,Burundi,BJM
1121,Egal Intl,Hargeisa,Somalia,HGA
1122,Berbera,Berbera,Somalia,BBO
1123,Kisimayu,Kismayu,Somalia,KMU
6890,Dowagiac Municipal Airport,Dowagiac,US,C91
1126,Alexandria Intl,Alexandria,Egypt,ALY
1127,Abu Simbel,Abu Simbel,Egypt,ABS
1128,Cairo Intl,Cairo,Egypt,CAI
1130,Hurghada Intl,Hurghada,Egypt,HRG
1131,El Gora,El Gorah,Egypt,EGR
1132,Luxor Intl,Luxor,Egypt,LXR
1133,Mersa Matruh,Mersa-matruh,Egypt,MUH
1134,Port Said,Port Said,Egypt,PSD
1135,St Catherine Intl,St. Catherine,Egypt,SKV
1136,Aswan Intl,Aswan,Egypt,ASW
1137,El Tor,El-tor,Egypt,ELT
1138,Eldoret Intl,Eldoret,Kenya,EDL
1140,Kisumu,Kisumu,Kenya,KIS
1141,Kitale,Kitale,Kenya,KTL
6889,Cambridge Municipal Airport,Cambridge,US,CDI
1143,Lodwar,Lodwar,Kenya,LOK
1144,Lamu Manda,Lamu,Kenya,LAU
1145,Mombasa Moi Intl,Mombasa,Kenya,MBA
1147,Nairobi Wilson,Nairobi,Kenya,WIL
1149,Wajir,Wajir,Kenya,WJR
1152,Ghat,Ghat,Libya,GHT
1153,Kufra,Kufra,Libya,AKF
1154,Benina,Benghazi,Libya,BEN
1156,Sebha,Sebha,Libya,SEB
1157,Tripoli Intl,Tripoli,Libya,TIP
1162,Ghadames East,Ghadames,Libya,LTD
1164,Gisenyi,Gisenyi,Rwanda,GYI
1165,Kigali Intl,Kigali,Rwanda,KGL
1166,Kamembe,Kamembe,Rwanda,KME
1167,Dongola,Dongola,Sudan,DOG
1169,El Fashir,El Fasher,Sudan,ELF
1170,Kassala,Kassala,Sudan,KSL
1172,El Obeid,El Obeid,Sudan,EBD
1173,Juba,Juba,South Sudan,JUB
1174,Malakal,Malakal,Sudan,MAK
1175,Khartoum,Khartoum,Sudan,KRT
1176,Arusha,Arusha,Tanzania,ARK
1177,Mwalimu Julius K Nyerere Intl,Dar Es Salaam,Tanzania,DAR
1178,Dodoma,Dodoma,Tanzania,DOD
1179,Iringa,Iringa,Tanzania,IRI
1180,Kilimanjaro Intl,Kilimanjaro,Tanzania,JRO
1181,Lake Manyara,Lake Manyara,Tanzania,LKY
1182,Mtwara,Mtwara,Tanzania,MYW
1183,Mwanza,Mwanza,Tanzania,MWZ
1184,Pemba,Pemba,Tanzania,PMA
1185,Tanga,Tanga,Tanzania,TGT
1186,Zanzibar,Zanzibar,Tanzania,ZNZ
1187,Entebbe Intl,Entebbe,Uganda,EBB
6888,Dusseldorf Hauptbahnhof,Dusseldorf,Germany,QDU
1189,Soroti,Soroti,Uganda,SRT
1190,Tirana Rinas,Tirana,Albania,TIA
1191,Burgas,Bourgas,Bulgaria,BOJ
1192,Gorna Oryahovitsa,Gorna Orechovica,Bulgaria,GOZ
1193,Plovdiv,Plovdiv,Bulgaria,PDV
1194,Sofia,Sofia,Bulgaria,SOF
1196,Varna,Varna,Bulgaria,VAR
1197,Larnaca,Larnaca,Cyprus,LCA
1198,Pafos Intl,Paphos,Cyprus,PFO
1199,Akrotiri,Akrotiri,Cyprus,AKT
1200,Dubrovnik,Dubrovnik,Croatia,DBV
1202,Osijek,Osijek,Croatia,OSI
1203,Pula,Pula,Croatia,PUY
1205,Rijeka,Rijeka,Croatia,RJK
1206,Split,Split,Croatia,SPU
1208,Zagreb,Zagreb,Croatia,ZAG
1209,Zadar,Zadar,Croatia,ZAD
1212,Alicante,Alicante,Spain,ALC
1213,Almeria,Almeria,Spain,LEI
1214,Asturias,Aviles,Spain,OVD
1215,Cordoba,Cordoba,Spain,ODB
1216,Bilbao,Bilbao,Spain,BIO
1218,Barcelona,Barcelona,Spain,BCN
1219,Talavera La Real,Badajoz,Spain,BJZ
1220,A Coruna,La Coruna,Spain,LCG
1222,Girona,Gerona,Spain,GRO
1223,Granada,Granada,Spain,GRX
1225,Ibiza,Ibiza,Spain,IBZ
1226,Jerez,Jerez,Spain,XRY
1227,Murcia San Javier,Murcia,Spain,MJV
6887,Alexion,Porto Heli,Greece,PKH
1229,Barajas,Madrid,Spain,MAD
1230,Malaga,Malaga,Spain,AGP
1231,Menorca,Menorca,Spain,MAH
1232,Moron Ab,Sevilla,Spain,OZP
1234,Pamplona,Pamplona,Spain,PNA
1236,Reus,Reus,Spain,REU
1238,Salamanca,Salamanca,Spain,SLM
1242,San Sebastian,San Sebastian,Spain,EAS
1243,Santiago,Santiago,Spain,SCQ
1244,Seo De Urgel,Seo De Urgel,Spain,LEU
1245,Torrejon,Madrid,Spain,TOJ
1246,Valencia,Valencia,Spain,VLC
1247,Valladolid,Valladolid,Spain,VLL
1249,Vitoria,Vitoria,Spain,VIT
1250,Vigo,Vigo,Spain,VGO
1251,Santander,Santander,Spain,SDR
1252,Zaragoza Ab,Zaragoza,Spain,ZAZ
1253,Sevilla,Sevilla,Spain,SVQ
1254,Calais Dunkerque,Calais,France,CQF
1259,Le Touquet Paris Plage,Le Tourquet,France,LTQ
1262,La Garenne,Agen,France,AGF
1264,Merignac,Bordeaux,France,BOD
1265,Roumaniere,Bergerac,France,EGC
1267,Chateaubernard,Cognac,France,CNG
1268,Biard,Poitiers,France,PIS
1270,Bellegarde,Limoges,France,LIG
1272,Souche,Niort,France,NIT
1273,Blagnac,Toulouse,France,TLS
1274,Pau Pyrenees,Pau,France,PUF
1276,Lourdes,Tarbes,France,LDE
1277,Brie Champniers,Angouleme,France,ANG
1278,La Roche,Brive,France,BVE
1279,Bassillac,Perigueux,France,PGX
1280,Anglet,Biarritz-bayonne,France,BIQ
1283,La Teste De Buch,Arcachon,France,XAC
1284,Le Sequestre,Albi,France,LBI
1285,Mazamet,Castres,France,DCM
1289,Marcillac,Rodez,France,RDZ
1292,Medis,Royan,France,RYN
1300,St Agnant,Rochefort,France,RCO
1307,Houssen,Colmar,France,CMR
1309,Tavaux,Dole,France,DLE
1312,Ardeche Meridionale,Aubenas-vals-lanas,France,OBS
1313,Loudes,Le Puy,France,LPY
1315,Ceyzeriat,Bourg,France,XBK
1316,Tarare,Vilefrance,France,XVF
1317,Montbeugny,Moulins,France,XMU
1320,Metz Nancy Lorraine,Metz,France,ETZ
1321,Poretta,Bastia,France,BIA
1322,Saint Catherine,Calvi,France,CLY
1323,Sud Corse,Figari,France,FSC
1324,Campo Dell Oro,Ajaccio,France,AJA
1326,Solenzara,Solenzara,France,SOZ
1328,Branches,Auxerre,France,AUF
1329,Aix Les Bains,Chambery,France,CMF
1330,Auvergne,Clermont-Ferrand,France,CFE
1331,Bourges,Bourges,France,BOU
1333,Champforgeuil,Chalon,France,XCD
1334,Annemasse,Annemasse,France,QNJ
1335,Saint Exupery,Lyon,France,LYS
1336,Charnay,Macon,France,QNX
1338,Renaison,Roanne,France,RNE
1339,Meythet,Annecy,France,NCY
1340,Saint Geoirs,Grenoble,France,GNB
1341,Domerat,Montlucon,France,MCU
1342,Chabeuil,Valence,France,VAF
1343,Charmeil,Vichy,France,VHY
1344,Aurillac,Aurillac,France,AUR
1345,Deols,Chateauroux,France,CHR
1346,Bron,Lyon,France,LYN
1347,Aix Les Milles,Aix-les-milles,France,QXB
1349,Mandelieu,Cannes,France,CEQ
1350,Boutheon,St-Etienne,France,EBU
1352,Salvaza,Carcassonne,France,CCF
1353,Provence,Marseille,France,MRS
1354,Cote D\\'Azur,Nice,France,NCE
1356,Rivesaltes,Perpignan,France,PGF
1357,Le Castellet,Le Castellet,France,CTT
1359,Mediterranee,Montpellier,France,MPL
1360,Vias,Beziers,France,BZR
1361,Caumont,Avignon,France,AVN
1364,Brenoux,Mende,France,MEN
1367,Tille,Beauvais,France,BVA
1371,Octeville,Le Havre,France,LEH
1373,Bricy,Orleans,France,ORE
1374,Vatry,Chalons,France,XCR
1375,Vallee De Seine,Rouen,France,URO
1376,Val De Loire,Tours,France,TUF
1377,Le Pontreau,Cholet,France,CET
1378,Entrammes,Laval,France,LVA
1380,Le Bourget,Paris,France,LBG
1381,Creil,Creil,France,CSF
1382,Charles De Gaulle,Paris,France,CDG
1385,Toussus Le Noble,Toussous-le-noble,France,TNF
1386,Orly,Paris,France,ORY
1387,Cormeilles En Vexin,Pontoise,France,POX
1390,Barberey,Troyes,France,QYR
1394,Fourchambault,Nevers,France,NVS
1399,Lesquin,Lille,France,LIL
1403,Guipavas,Brest,France,BES
1404,Maupertus,Cherbourg,France,CER
1405,Pleurtuit,Dinard,France,DNR
1407,Granville,Granville,France,GFR
1408,St Gatien,Deauville,France,DOL
1409,Lann Bihoue,Lorient,France,LRT
1410,Les Ajoncs,La Roche-sur-yon,France,EDM
1412,Carpiquet,Caen,France,CFR
1414,Arnage,Le Mans,France,LME
1415,St Jacques,Rennes,France,RNS
1416,Lannion,Lannion,France,LAI
1417,Pluguffan,Quimper,France,UIP
1418,Nantes Atlantique,Nantes,France,NTE
1419,Armor,St.-brieuc Armor,France,SBK
1420,Ploujean,Morlaix,France,MXN
1421,Meucon,Vannes,France,VNE
1422,Montoir,St.-nazaire,France,SNR
1423,Bale Mulhouse,Mulhouse,France,MLH
1425,Longvic,Dijon,France,DIJ
1426,Frescaty,Metz,France,MZM
1427,Mirecourt,Epinal,France,EPL
1431,Essey,Nancy,France,ENC
1434,Champagne,Reims,France,RHE
1435,Entzheim,Strasbourg,France,SXB
1438,Le Palyvestre,Hyeres,France,TLN
1439,Garons,Nimes,France,FNI
1440,Miquelon,Miquelon,Saint Pierre and Miquelon,MQC
1441,St Pierre,St.-pierre,Saint Pierre and Miquelon,FSP
1444,Andravida,Andravida,Greece,PYR
1445,Agrinion,Agrinion,Greece,AGQ
1446,Dimokritos,Alexandroupolis,Greece,AXD
1448,Nea Anchialos,Nea Anghialos,Greece,VOL
1450,Chios,Chios,Greece,JKH
1451,Ioannina,Ioannina,Greece,IOA
1452,Nikos Kazantzakis,Heraklion,Greece,HER
1453,Aristotelis,Kastoria,Greece,KSO
1454,Kithira,Kithira,Greece,KIT
1455,Kefallinia,Keffallinia,Greece,EFL
1456,Kalamata,Kalamata,Greece,KLX
1458,Kos,Kos,Greece,KGS
1459,Karpathos,Karpathos,Greece,AOK
1460,Ioannis Kapodistrias Intl,Kerkyra/corfu,Greece,CFU
1461,Kasos,Kasos,Greece,KSJ
1462,Megas Alexandros Intl,Kavala,Greece,KVA
1463,Filippos,Kozani,Greece,KZI
1464,Leros,Leros,Greece,LRS
1465,Limnos,Limnos,Greece,LXS
1466,Larisa,Larissa,Greece,LRA
1468,Mikonos,Mykonos,Greece,JMK
1469,Mitilini,Mytilini,Greece,MJT
1470,Aktio,Preveza,Greece,PVK
1472,Rhodes Diagoras,Rhodos,Greece,RHO
1473,Araxos,Patras,Greece,GPA
1474,Souda,Chania,Greece,CHQ
1475,Alexandros Papadiamantis,Skiathos,Greece,JSI
1476,Samos,Samos,Greece,SMI
6886,Ashford,Lympne,UK,LYM
1479,Santorini,Thira,Greece,JTR
1480,Sitia,Sitia,Greece,JSH
1482,Skiros,Skiros,Greece,SKU
1486,Makedonia,Thessaloniki,Greece,SKG
1488,Dionysios Solomos,Zakynthos,Greece,ZTH
1489,Ferihegy,Budapest,Hungary,BUD
1490,Debrecen,Debrecen,Hungary,DEB
6885,Door County Cherryland Airport,Sturgeon Bay,US,SUE
1500,Crotone,Crotone,Italy,CRV
1501,Bari,Bari,Italy,BRI
1502,Gino Lisa,Foggia,Italy,FOG
1503,Grottaglie,Grottaglie,Italy,TAR
1504,Lecce,Lecce,Italy,LCC
1505,Pescara,Pescara,Italy,PSR
1506,Casale,Brindisi,Italy,BDS
1508,Lamezia Terme,Lamezia,Italy,SUF
1509,Catania Fontanarossa,Catania,Italy,CTA
1510,Lampedusa,Lampedusa,Italy,LMP
1511,Pantelleria,Pantelleria,Italy,PNL
1512,Palermo,Palermo,Italy,PMO
1514,Reggio Calabria,Reggio Calabria,Italy,REG
1515,Trapani Birgi,Trapani,Italy,TPS
1516,Sigonella,Sigonella,Italy,NSY
1517,Alghero,Alghero,Italy,AHO
1518,Decimomannu,Decimomannu,Italy,DCI
1519,Elmas,Cagliari,Italy,CAG
1520,Olbia Costa Smeralda,Olbia,Italy,OLB
1521,Tortoli,Tortoli,Italy,TTB
1524,Malpensa,Milano,Italy,MXP
1525,Bergamo Orio Al Serio,Bergamo,Italy,BGY
1526,Torino,Torino,Italy,TRN
1527,Albenga,Albenga,Italy,ALL
1528,Genova Sestri,Genoa,Italy,GOA
1529,Linate,Milan,Italy,LIN
1531,Parma,Parma,Italy,PMF
1532,Piacenza,Piacenza,Italy,QPZ
6884,Shoestring Aviation Airfield,Stewartstown,US,0P2
1534,Levaldigi,Cuneo,Italy,CUF
1535,Aviano Ab,Aviano,Italy,AVB
1536,Bolzano,Bolzano,Italy,BZO
1538,Bologna,Bologna,Italy,BLQ
1539,Treviso,Treviso,Italy,TSF
1541,Forli,Forli,Italy,FRL
1544,Montichiari,Brescia,Italy,VBS
1545,Ronchi Dei Legionari,Ronchi De Legionari,Italy,TRS
1546,Rimini,Rimini,Italy,RMI
1548,Vicenza,Vicenza,Italy,VIC
1549,Padova,Padova,Italy,QPA
1550,Villafranca,Villafranca,Italy,VRN
1551,Venezia Tessera,Venice,Italy,VCE
1552,Ampugnano,Siena,Italy,SAY
1553,Ciampino,Rome,Italy,CIA
1555,Fiumicino,Rome,Italy,FCO
1558,Marina Di Campo,Marina Di Campo,Italy,EBA
1559,Latina,Latina,Italy,QLT
1561,Capodichino,Naples,Italy,NAP
1562,Pisa,Pisa,Italy,PSA
1563,Firenze,Florence,Italy,FLR
1564,Grosseto,Grosseto,Italy,GRS
1567,Perugia,Perugia,Italy,PEG
1569,Ljubljana,Ljubljana,Slovenia,LJU
1570,Maribor,Maribor,Slovenia,MBX
1571,Portoroz,Portoroz,Slovenia,POW
1579,Karlovy Vary,Karlovy Vary,Czech Republic,KLV
1582,Mosnov,Ostrava,Czech Republic,OSR
1584,Pardubice,Pardubice,Czech Republic,PED
1586,Prerov,Prerov,Czech Republic,PRV
1587,Ruzyne,Prague,Czech Republic,PRG
1588,Turany,Brno,Czech Republic,BRQ
1590,Ben Gurion,Tel-aviv,Israel,TLV
1591,Teyman,Beer-sheba,Israel,BEV
1594,Eilat,Elat,Israel,ETH
1596,Haifa,Haifa,Israel,HFA
1598,Mahanaim I Ben Yaakov,Rosh Pina,Israel,RPN
1602,Ovda,Ovda,Israel,VDA
1605,Sde Dov,Tel-aviv,Israel,SDV
1606,Luqa,Malta,Malta,MLA
1609,Graz,Graz,Austria,GRZ
1610,Innsbruck,Innsbruck,Austria,INN
1611,Linz,Linz,Austria,LNZ
1612,Salzburg,Salzburg,Austria,SZG
1613,Schwechat,Vienna,Austria,VIE
1617,Santa Maria,Santa Maria (island),Portugal,SMA
1618,Braganca,Braganca,Portugal,BGC
1625,Flores,Flores,Portugal,FLW
1626,Faro,Faro,Portugal,FAO
1627,Graciosa,Graciosa Island,Portugal,GRW
1628,Horta,Horta,Portugal,HOR
1629,Lajes,Lajes (terceira Island),Portugal,TER
1633,Ponta Delgada,Ponta Delgada,Portugal,PDL
1634,Pico,Pico,Portugal,PIX
1636,Porto,Porto,Portugal,OPO
1637,Porto Santo,Porto Santo,Portugal,PXO
1638,Lisboa,Lisbon,Portugal,LIS
1639,Sao Jorge,Sao Jorge Island,Portugal,SJZ
1642,Vila Real,Vila Real,Portugal,VRL
6883,Eastern Oregon Regional Airport,Pendleton,US,PDT
1645,Mostar,Mostar,Bosnia and Herzegovina,OMO
1646,Sarajevo,Sarajevo,Bosnia and Herzegovina,SJJ
1647,Arad,Arad,Romania,ARW
1648,Bacau,Bacau,Romania,BCM
1649,Tautii Magheraus,Baia Mare,Romania,BAY
1650,Aurel Vlaicu,Bucharest,Romania,BBU
1651,Mihail Kogalniceanu,Constanta,Romania,CND
1652,Cluj Napoca,Cluj-napoca,Romania,CLJ
1653,Caransebes,Caransebes,Romania,CSB
1654,Craiova,Craiova,Romania,CRA
1655,Iasi,Iasi,Romania,IAS
1656,Oradea,Oradea,Romania,OMR
1657,Henri Coanda,Bucharest,Romania,OTP
1658,Sibiu,Sibiu,Romania,SBZ
